"prev_help_ratio","period","rating","is_moderate","same_rating_reviews","alternative_avg_ratings","alternative_extremity","stddev_ratings","num_prev_review","avg_prod_rating","extremity"
0,878,5,FALSE,6,4.55555555555556,0.444444444444445,0.726483157256779,1,4.3,0.7
0,997,5,FALSE,40,3.81111111111111,1.18888888888889,1.39738475189154,1,4.3,0.7
0,1350,5,FALSE,10,4,1,1.16774841624228,1,4.3,0.7
0,544,5,FALSE,109,3.96244131455399,1.03755868544601,1.36274475128433,1,4.2,0.8
0,245,3,TRUE,11,3.97647058823529,0.976470588235294,1.23419986214547,1,4.1,1.1
0,260,5,FALSE,36,3.62068965517241,1.37931034482759,1.51151686718193,1,4.2,0.8
0,131,1,FALSE,69,2.30813953488372,1.30813953488372,1.41145813338104,1,3.3,2.3
0,675,1,FALSE,28,2.9047619047619,1.9047619047619,1.5953173013621,1,3.6,2.6
0,337,4,FALSE,3,4.625,0.625,0.517549169506766,1,3.7,0.3
0,202,3,TRUE,14,3.72881355932203,0.728813559322034,1.48301504478627,1,4.3,1.3
0,951,3,TRUE,8,4.23636363636364,1.23636363636364,1.09985213958095,1,4.2,1.2
0,1053,5,FALSE,75,4.31451612903226,0.685483870967742,1.09964469859695,1,4.4,0.6
0,228,3,TRUE,24,3.42790697674419,0.427906976744186,1.59530935994341,1,4.3,1.3
0,474,3,TRUE,13,3.34234234234234,0.342342342342342,1.53442613196711,1,4.3,1.3
0,633,3,TRUE,55,4.01102941176471,1.01102941176471,1.37588667110705,1,4.4,1.4
0,733,4,FALSE,45,4.20858895705521,0.208588957055214,1.09687540358439,1,4.2,0.2
0,296,4,FALSE,20,3.98611111111111,0.0138888888888888,1.2275368162983,1,4.1,0.0999999999999996
0,451,4,FALSE,7,2.85897435897436,1.14102564102564,1.40245016555543,1,3.3,0.7
0,678,5,FALSE,1,5,0,0,1,4.3,0.7
0,164,3,TRUE,2,3.72727272727273,0.727272727272727,1.55505042303516,1,4.2,1.2
0,891,4,FALSE,28,3.97794117647059,0.0220588235294117,1.35245681393204,1,4.3,0.3
0,144,4,FALSE,16,2.29054054054054,1.70945945945946,1.48577554076279,1,3,1
0,533,2,FALSE,11,2.95,0.95,1.37654342280649,1,3.3,1.3
0,239,4,FALSE,39,3.96296296296296,0.0370370370370372,1.38262909560411,1,4.3,0.3
0,197,5,FALSE,1,5,0,0,2,3.6,1.4
0,96,4,FALSE,149,3.85592185592186,0.144078144078144,1.45972783535125,1,4.4,0.4
0,223,1,FALSE,16,3.825,2.825,1.32963323074519,1,4.3,3.3
0,868,4,FALSE,77,3.98230088495575,0.0176991150442478,1.36729963787494,1,4.4,0.4
0,885,5,FALSE,161,3.99348534201954,1.00651465798046,1.36480860144391,1,4.4,0.6
0,236,5,FALSE,85,3.43269230769231,1.56730769230769,1.59264264380256,1,4.3,0.7
0,195,1,FALSE,109,3.8809218950064,2.8809218950064,1.44289849681012,1,4.4,3.4
0,262,5,FALSE,2,4,1,1.73205080756888,1,4.8,0.2
0,1124,4,FALSE,10,4.5,0.5,0.589767824619589,1,4.4,0.4
0,881,3,TRUE,6,3.57894736842105,0.578947368421053,1.30451308386114,1,4.5,1.5
0,82,5,FALSE,46,4.24324324324324,0.756756756756757,1.19141691644417,1,4.4,0.6
0,469,4,FALSE,12,4.37931034482759,0.379310344827586,0.820008410385801,1,4.1,0.0999999999999996
0,185,5,FALSE,14,4.57894736842105,0.421052631578948,0.768533196975772,1,4.4,0.6
1,166,5,FALSE,59,3.75,1.25,1.46883638127622,3,4.3,0.7
0,363,1,FALSE,89,3.92703862660944,2.92703862660944,1.41080509537302,1,4.4,3.4
0,553,1,FALSE,22,3.94761904761905,2.94761904761905,1.36676863619949,1,4.2,3.2
0,543,5,FALSE,3,4.125,0.875,0.991031208965115,1,4.2,0.8
0,583,5,FALSE,312,3.96354166666667,1.03645833333333,1.40448621272661,1,4.4,0.6
0,1082,4,FALSE,20,4.49230769230769,0.492307692307692,0.792998205449517,1,4.2,0.2
0,184,1,FALSE,57,2.37254901960784,1.37254901960784,1.4183123446973,1,3.3,2.3
0,324,3,TRUE,1,4.41666666666667,1.41666666666667,0.668557923421521,1,3.7,0.7
0,839,4,FALSE,81,3.99208443271768,0.00791556728232168,1.37145527050277,1,4.4,0.4
0,541,5,FALSE,331,3.95424836601307,1.04575163398693,1.41231371857897,1,4.4,0.6
0,1247,3,TRUE,3,3.86666666666667,0.866666666666667,1.06009882737862,1,4.1,1.1
0,773,5,FALSE,75,4.03597122302158,0.964028776978417,1.3373674765306,1,4.3,0.7
0,933,5,FALSE,69,4.26446280991736,0.735537190082645,1.0705808006352,1,4.2,0.8
0,1333,5,FALSE,12,4.07692307692308,0.923076923076923,1.12864793175115,1,4.3,0.7
0,300,5,FALSE,5,4.28571428571429,0.714285714285714,1.49602648308619,1,4.4,0.6
0,406,4,FALSE,28,3.67326732673267,0.326732673267327,1.30467552204438,1,4.3,0.3
0,465,2,FALSE,12,2.55681818181818,0.556818181818182,1.53770955619254,1,3,1
0,899,5,FALSE,68,3.95419847328244,1.04580152671756,1.36923670718592,1,4.3,0.7
0,838,4,FALSE,20,3.68888888888889,0.311111111111111,1.39537312833911,1,3.9,0.1
0,763,1,FALSE,15,4.01418439716312,3.01418439716312,1.35217188046721,1,4.3,3.3
0,312,5,FALSE,3,4.75,0.25,0.5,1,4.4,0.6
0,990,3,TRUE,7,3.77777777777778,0.777777777777778,1.07201042401944,1,3.6,0.6
0,424,4,FALSE,17,4.07843137254902,0.0784313725490193,1.11073196145428,1,4.1,0.0999999999999996
0,622,4,FALSE,4,3.9047619047619,0.0952380952380953,1.17918454470714,1,4.2,0.2
0,523,1,FALSE,11,3.35,2.35,1.61006449942469,1,3,2
0,621,3,TRUE,6,4.01666666666667,1.01666666666667,1.39601936107533,1,4.6,1.6
0,548,5,FALSE,10,3.95,1.05,1.43178210632764,1,3,2
0,167,5,FALSE,58,3.76,1.24,1.4613294874763,1,4.3,0.7
0,352,5,FALSE,49,4.02272727272727,0.977272727272728,1.35593436188128,1,4.6,0.4
0,933,3,TRUE,1,3,0,0,1,4.5,1.5
0,824,4,FALSE,18,3.19298245614035,0.807017543859649,1.51702948096446,1,3.6,0.4
0.844748858447489,441,5,FALSE,21,4.15217391304348,0.847826086956522,1.01033308708559,56,4.1,0.9
0,901,4,FALSE,26,4.15929203539823,0.15929203539823,1.22886686830807,1,4.3,0.3
0,550,4,FALSE,3,4.25,0.25,0.5,1,4.2,0.2
0,997,1,FALSE,9,3.54347826086957,2.54347826086957,1.55929502217623,1,4.3,3.3
0,285,2,FALSE,5,4.14925373134328,2.14925373134328,1.31717939395402,1,4.4,2.4
0,898,5,FALSE,2,4.33333333333333,0.666666666666667,1.15470053837925,1,4.6,0.4
0,461,5,FALSE,44,4,1,1.35092560861063,1,4.6,0.4
0,460,5,FALSE,12,3.68571428571429,1.31428571428571,1.25490633752738,1,4.2,0.8
0,470,2,FALSE,11,2.55813953488372,0.558139534883721,1.55377832594721,1,3,1
0,165,1,FALSE,63,2.3416149068323,1.3416149068323,1.41909121474851,1,3.3,2.3
0,470,1,FALSE,35,2.55813953488372,1.55813953488372,1.55377832594721,1,3,2
0,256,3,TRUE,9,4.04444444444444,1.04444444444444,1.12725643520322,1,3.8,0.8
0,306,3,TRUE,19,3.49197860962567,0.491978609625669,1.58069327364497,1,4.3,1.3
0.714285714285714,104,1,FALSE,18,2.225,1.225,1.45861718849193,3,3.2,2.2
0,545,1,FALSE,7,3.30952380952381,2.30952380952381,1.60012339826127,1,4.3,3.3
0,871,5,FALSE,174,3.99397590361446,1.00602409638554,1.35974490210972,1,4.4,0.6
1,353,4,FALSE,1,4,0,0,2,4.4,0.4
0,435,1,FALSE,60,2.46323529411765,1.46323529411765,1.54875380361973,1,3.6,2.6
0,1461,4,FALSE,2,4.2,0.2,0.836660026534076,1,4.3,0.3
0,297,1,FALSE,5,4.23076923076923,3.23076923076923,1.24711204850986,1,4.4,3.4
0,783,5,FALSE,38,3.63,1.37,1.41174725182318,1,3.9,1.1
0,297,4,FALSE,17,4.02127659574468,0.0212765957446805,1.35978116047862,1,4.6,0.6
0,263,5,FALSE,3,3.72727272727273,1.27272727272727,1.1037127426019,1,4.4,0.6
0,1017,4,FALSE,25,4.33333333333333,0.333333333333333,0.985843572886086,1,4.2,0.2
0,1079,4,FALSE,24,4.29411764705882,0.294117647058823,1.03306674070764,1,4.4,0.4
1,472,4,FALSE,5,3.66666666666667,0.333333333333333,1.39727626201154,2,3.9,0.1
0,1084,3,TRUE,6,4.32911392405063,1.32911392405063,0.996423334338318,1,4.4,1.4
0,493,3,TRUE,9,2.84848484848485,0.151515151515151,1.6004078734202,1,3,0
0,839,5,FALSE,73,4.10687022900763,0.893129770992366,1.28453468616189,1,4.3,0.7
0.75,672,1,FALSE,10,4.15254237288136,3.15254237288136,1.17956404680877,3,4.2,3.2
0,931,1,FALSE,26,4.0084388185654,3.0084388185654,1.33083241817533,1,4.4,3.4
0,669,5,FALSE,14,3.875,1.125,1.11372555658233,1,4.3,0.7
0,276,1,FALSE,6,3.38461538461538,2.38461538461538,1.37418562198862,1,4.2,3.2
0.889570552147239,812,1,FALSE,13,3.6063829787234,2.6063829787234,1.43097894987172,32,3.9,2.9
0,1033,3,TRUE,4,4.33766233766234,1.33766233766234,0.98154536601044,1,4.2,1.2
0,815,5,FALSE,85,4.04545454545455,0.954545454545454,1.32023422902491,1,4.3,0.7
0,975,5,FALSE,111,4.11219512195122,0.88780487804878,1.26106769304692,1,4.4,0.6
0.352941176470588,988,5,FALSE,100,4.10160427807487,0.898395721925134,1.26378318951042,3,4.4,0.6
0,1137,4,FALSE,4,4.33333333333333,0.333333333333333,0.516397779494322,1,4.4,0.4
0,898,5,FALSE,143,3.96043165467626,1.03956834532374,1.38397839683041,1,4.4,0.6
0,758,3,TRUE,7,3.82352941176471,0.823529411764706,1.01459931239178,1,4.3,1.3
0,646,5,FALSE,49,3.6890756302521,1.3109243697479,1.42464922331282,1,3.9,1.1
0,264,1,FALSE,43,2.41732283464567,1.41732283464567,1.38266446756661,1,3.3,2.3
0,905,4,FALSE,33,4.25396825396825,0.253968253968254,1.07283928292365,1,4.2,0.2
0,1127,3,TRUE,1,4.52380952380952,1.52380952380952,0.601585207518238,1,4.4,1.4
0,385,3,TRUE,11,3.66666666666667,0.666666666666667,1.42557288993447,1,4.2,1.2
0,786,5,FALSE,74,4.03649635036496,0.963503649635037,1.3416887905354,1,4.3,0.7
0,524,4,FALSE,2,4.66666666666667,0.666666666666667,0.516397779494322,2,4.2,0.2
0,900,4,FALSE,35,4.27272727272727,0.272727272727272,1.05635777170708,1,4.2,0.2
0.333333333333333,701,1,FALSE,23,2.94285714285714,1.94285714285714,1.596061404922,2,3.6,2.6
0,384,4,FALSE,32,3.75675675675676,0.243243243243243,1.28073995810814,1,4.3,0.3
0.847926267281106,448,5,FALSE,30,3.8,1.2,1.38940087181803,54,4.3,0.7
0,915,3,TRUE,4,4.25,1.25,1.07582870727984,1,3.9,0.9
0,713,3,TRUE,46,4.05622489959839,1.05622489959839,1.34898851951273,1,4.4,1.4
0,525,3,TRUE,12,3.04255319148936,0.0425531914893615,1.41355928819402,1,3.3,0.3
0,309,5,FALSE,78,3.48369565217391,1.51630434782609,1.5888117822901,1,4.3,0.7
0,986,5,FALSE,42,3.81720430107527,1.18279569892473,1.39833936105545,1,4.3,0.7
0,139,5,FALSE,413,3.86069651741294,1.13930348258706,1.46201298048484,1,4.4,0.6
0,546,4,FALSE,7,3.875,0.125,1.45400496380948,1,3,1
0,860,1,FALSE,2,4.06666666666667,3.06666666666667,1.43759057685652,1,4.6,3.6
0.727272727272727,121,5,FALSE,2,3.66666666666667,1.33333333333333,2.3094010767585,3,4,1
0,435,5,FALSE,350,3.94216133942161,1.05783866057839,1.40978837004713,1,4.4,0.6
0,554,2,FALSE,10,3.34285714285714,1.34285714285714,1.57074087320484,1,4.3,2.3
0,723,4,FALSE,2,4.26666666666667,0.266666666666667,1.27988094684437,1,4.5,0.5
0.943820224719101,1042,5,FALSE,80,4.25735294117647,0.742647058823529,1.14824389930345,8,4.4,0.6
0,328,1,FALSE,34,3.42857142857143,2.42857142857143,1.58451040855249,1,4.3,3.3
0,523,5,FALSE,111,3.97222222222222,1.02777777777778,1.3568659739701,1,4.2,0.8
0,910,5,FALSE,137,3.97744360902256,1.02255639097744,1.36515209140122,1,4.4,0.6
0,292,2,FALSE,1,4.4,2.4,1.34164078649987,1,3.3,1.3
0,688,5,FALSE,287,4.03112840466926,0.968871595330739,1.37046394836657,1,4.4,0.6
0,937,5,FALSE,65,4.24347826086957,0.756521739130434,1.08895011684622,1,4.2,0.8
0,419,1,FALSE,26,3.33333333333333,2.33333333333333,1.57589992061566,1,4.3,3.3
0,1055,5,FALSE,70,4.28571428571429,0.714285714285714,1.11342240102275,1,4.4,0.6
0,709,4,FALSE,2,3.75,0.25,1.25830573921179,1,3.9,0.1
0.956140350877193,570,1,FALSE,2,3.77777777777778,2.77777777777778,1.64147630029935,5,3,2
0,230,3,TRUE,23,3.42253521126761,0.422535211267606,1.59889677617943,1,4.3,1.3
0,1106,1,FALSE,9,3.71428571428571,2.71428571428571,1.42587737691425,1,4.3,3.3
0,387,5,FALSE,3,3.23529411764706,1.76470588235294,1.2514697241996,2,4,1
0,561,5,FALSE,6,3.92307692307692,1.07692307692308,1.44115338424578,1,3,2
0,891,5,FALSE,5,3.6875,1.3125,1.19547758936195,1,4.5,0.5
0,310,5,FALSE,77,3.47540983606557,1.52459016393443,1.58917931730188,1,4.3,0.7
0,323,5,FALSE,4,4.25,0.75,0.886405260427918,1,4.4,0.6
0,523,5,FALSE,13,3.35,1.65,1.61006449942469,1,3,2
0,1015,5,FALSE,35,3.73493975903614,1.26506024096386,1.42353336891846,1,4.3,0.7
0,721,5,FALSE,273,4.05144032921811,0.948559670781893,1.35746427628152,2,4.4,0.6
0,386,5,FALSE,41,3.75454545454545,1.24545454545455,1.28638861276542,1,4.3,0.7
0,703,5,FALSE,88,4.0125,0.9875,1.3551091301873,1,4.3,0.7
0,456,1,FALSE,1,2.5,1.5,2.12132034355964,1,3.8,2.8
0,923,1,FALSE,28,4,3,1.33927248670717,1,4.4,3.4
0,1141,4,FALSE,11,4.37777777777778,0.377777777777778,1.00654424300739,1,4.3,0.3
0,434,5,FALSE,3,3.7,1.3,1.25166555703457,1,3.8,1.2
0,889,1,FALSE,7,3.5531914893617,2.5531914893617,1.3642725508378,1,3.6,2.6
0,1091,5,FALSE,42,4.40909090909091,0.590909090909091,0.960404926256432,1,4.4,0.6
0,409,5,FALSE,357,3.9405646359584,1.0594353640416,1.40557064830569,1,4.4,0.6
0,433,2,FALSE,33,3.94081942336874,1.94081942336874,1.41028137350279,1,4.4,2.4
0,509,1,FALSE,55,2.52307692307692,1.52307692307692,1.55625960158495,2,3.6,2.6
0,1118,5,FALSE,20,4.48484848484848,0.515151515151516,0.755033613540323,1,4.4,0.6
0.964285714285714,1107,4,FALSE,14,4.48979591836735,0.489795918367347,0.739438102536645,6,4.4,0.4
0.895061728395062,836,1,FALSE,47,3.9869109947644,2.9869109947644,1.37557867085867,31,4.4,3.4
0,842,1,FALSE,12,3.28301886792453,2.28301886792453,1.49842684802026,1,3.6,2.6
0,501,1,FALSE,17,3.01754385964912,2.01754385964912,1.59789178149317,1,3,2
0,1249,5,FALSE,14,3.8125,1.1875,1.33047408479932,1,4.3,0.7
0,844,5,FALSE,13,4.57142857142857,0.428571428571429,0.597614304667197,1,4.3,0.7
0,147,4,FALSE,9,3.69230769230769,0.307692307692307,1.34073519018575,1,4.3,0.3
0,940,3,TRUE,2,4.47368421052632,1.47368421052632,0.696692268479466,1,3.9,0.9
0,1242,5,FALSE,24,4.45238095238095,0.547619047619047,0.802507684102136,1,4.2,0.8
0,577,1,FALSE,42,2.65420560747664,1.65420560747664,1.57876715538158,1,3.6,2.6
0,1326,4,FALSE,9,4.46428571428571,0.464285714285714,0.88116685505926,1,4.2,0.2
0,46,1,FALSE,24,2.32075471698113,1.32075471698113,1.5413977785621,1,3.2,2.2
0,821,5,FALSE,215,3.99749373433584,1.00250626566416,1.38277040912714,1,4.4,0.6
0,292,1,FALSE,6,4.18181818181818,3.18181818181818,1.29981171309944,1,4.4,3.4
0,72,1,FALSE,85,2.26108374384236,1.26108374384236,1.40219517005745,1,3.3,2.3
0,532,2,FALSE,3,3.11111111111111,1.11111111111111,1.45296631451356,2,4,2
0,972,4,FALSE,52,4.08056872037915,0.080568720379147,1.29031249768558,1,4.4,0.4
0,365,4,FALSE,24,3.33783783783784,0.662162162162162,1.59315736676992,1,4.3,0.3
0,954,5,FALSE,1,5,0,0,2,4.5,0.5
0,1031,5,FALSE,85,4.23648648648649,0.763513513513513,1.13905012632998,1,4.4,0.6
0,531,1,FALSE,52,2.536,1.536,1.55306149266537,1,3.6,2.6
1,506,5,FALSE,26,3.21428571428571,1.78571428571429,1.52940202954823,2,4.3,0.7
0,757,5,FALSE,7,3.88888888888889,1.11111111111111,1.02261998512983,1,4.3,0.7
0,176,1,FALSE,4,3.70833333333333,2.70833333333333,1.45898018780441,1,3.9,2.9
0,867,4,FALSE,40,4.2551724137931,0.255172413793104,1.04601964040959,1,4.2,0.2
0,865,5,FALSE,10,4.6,0.4,0.632455532033676,1,4.3,0.7
0,547,5,FALSE,2,4.4,0.6,0.547722557505166,1,4.2,0.8
0,111,4,FALSE,16,3.85542168674699,0.144578313253012,1.51522782735543,1,4.4,0.4
0,567,2,FALSE,6,3.09090909090909,1.09090909090909,1.30599682450904,2,3.3,1.3
0,342,4,FALSE,25,3.4,0.6,1.59085436481876,1,4.3,0.3
0,545,5,FALSE,39,3.95890410958904,1.04109589041096,1.37879130001993,1,4.6,0.4
0,111,2,FALSE,4,3.8125,1.8125,1.29559693908693,1,3.8,1.8
0,311,1,FALSE,22,3.86813186813187,2.86813186813187,1.4352222089783,1,4.3,3.3
0,652,5,FALSE,298,4.01484230055659,0.985157699443413,1.374137959987,1,4.4,0.6
0,997,5,FALSE,40,3.81111111111111,1.18888888888889,1.39738475189154,1,4.3,0.7
0,543,5,FALSE,26,3.75342465753425,1.24657534246575,1.23356779210423,1,4.3,0.7
0,283,1,FALSE,40,3.4572864321608,2.4572864321608,1.59764178276205,1,4.3,3.3
0,871,5,FALSE,80,4.25874125874126,0.741258741258742,1.05291872479893,1,4.2,0.8
0,454,5,FALSE,45,4.01219512195122,0.987804878048781,1.34709474713314,1,4.6,0.4
0,1463,5,FALSE,2,4.25,0.75,0.957427107756338,1,4.3,0.7
0,131,5,FALSE,33,4.27272727272727,0.727272727272728,1.12964342873947,1,4.4,0.6
0,189,1,FALSE,17,3.81818181818182,2.81818181818182,1.33559490386433,1,4.3,3.3
0,983,4,FALSE,50,4.11224489795918,0.112244897959184,1.25172826625348,1,4.4,0.4
0,542,2,FALSE,8,2.90625,0.90625,1.42238724821019,1,3.3,1.3
1,622,3,TRUE,6,3.9047619047619,0.904761904761905,1.17918454470714,2,4.2,1.2
0,416,5,FALSE,49,3.34586466165414,1.65413533834586,1.57655701192434,1,4.3,0.7
0,891,4,FALSE,2,4.5,0.5,0.755928946018454,1,4.3,0.3
0,489,5,FALSE,341,3.95905511811024,1.04094488188976,1.40354184303821,1,4.4,0.6
0.945652173913043,1035,4,FALSE,35,4.23287671232877,0.232876712328767,1.14495050873562,10,4.4,0.4
0,682,1,FALSE,62,4.02495201535509,3.02495201535509,1.37328608132267,1,4.4,3.4
0,696,4,FALSE,25,3.64545454545455,0.354545454545454,1.42446747581616,1,3.9,0.1
0,937,3,TRUE,8,4.22115384615385,1.22115384615385,1.14871587883006,1,4.3,1.3
0,1412,5,FALSE,5,4.83333333333333,0.166666666666667,0.408248290463863,1,4.3,0.7
0,1023,5,FALSE,91,4.22012578616352,0.779874213836478,1.16731759338431,1,4.4,0.6
0,27,4,FALSE,25,3.54700854700855,0.452991452991453,1.50571169159377,1,4.2,0.2
0,568,5,FALSE,8,3.26086956521739,1.73913043478261,1.60162960490381,1,4.3,0.7
1,266,1,FALSE,102,3.88533333333333,2.88533333333333,1.43396649266699,2,4.4,3.4
0,1076,4,FALSE,16,4.3125,0.3125,1.11091268069411,1,4.3,0.3
0,441,5,FALSE,346,3.94,1.06,1.4123928706119,1,4.4,0.6
0,42,3,TRUE,13,3.95480225988701,0.954802259887006,1.38095491105195,1,4.3,1.3
0,451,5,FALSE,1,3.33333333333333,1.66666666666667,2.08166599946613,1,3.8,1.2
0,1141,5,FALSE,37,4.53448275862069,0.46551724137931,0.754298029456116,1,4.2,0.8
0,364,1,FALSE,35,2.49557522123894,1.49557522123894,1.40231883096044,1,3.3,2.3
0,336,4,FALSE,27,3.40963855421687,0.590361445783132,1.58428758162539,1,4.3,0.3
0,547,5,FALSE,15,3.325,1.675,1.57524926802403,1,4.3,0.7
0,444,1,FALSE,59,2.47407407407407,1.47407407407407,1.54933606208532,1,3.6,2.6
0,131,1,FALSE,72,2.28,1.28,1.47970611992459,1,3,2
0,864,1,FALSE,10,3.71621621621622,2.71621621621622,1.41924415799657,1,3.9,2.9
0,389,1,FALSE,29,3.34285714285714,2.34285714285714,1.59933182348232,1,4.3,3.3
0,478,5,FALSE,13,4.34615384615385,0.653846153846154,0.845804123532521,1,4.1,0.9
0,816,4,FALSE,86,4.00493827160494,0.00493827160493865,1.37515986780511,1,4.4,0.4
0,372,4,FALSE,16,3.58823529411765,0.411764705882353,1.44795578102729,1,4.2,0.2
0,264,4,FALSE,44,3.90789473684211,0.0921052631578947,1.25204607725705,1,4.3,0.3
0,186,1,FALSE,56,2.38157894736842,1.38157894736842,1.41858156246131,1,3.3,2.3
0,1343,5,FALSE,13,4.40909090909091,0.590909090909091,0.959121170610586,1,4.2,0.8
0,80,1,FALSE,20,2.16279069767442,1.16279069767442,1.42978907132585,1,3.2,2.2
0,469,3,TRUE,1,4.8,1.8,0.632455532033676,1,4.7,1.7
0,104,2,FALSE,15,3.14864864864865,1.14864864864865,1.47752507275328,1,4.2,2.2
0,344,2,FALSE,9,3.45454545454545,1.45454545454545,1.42166861435731,1,4.2,2.2
0,327,5,FALSE,7,4.77777777777778,0.222222222222222,0.440958551844098,1,4.2,0.8
0,736,5,FALSE,267,4.0482180293501,0.951781970649895,1.36114369338583,1,4.4,0.6
0,677,4,FALSE,100,4.02676864244742,0.0267686424474185,1.37131620011602,1,4.4,0.4
0,109,5,FALSE,46,3.88372093023256,1.11627906976744,1.49838033851586,1,4.4,0.6
0,943,5,FALSE,64,4.23684210526316,0.763157894736842,1.09141972636397,1,4.2,0.8
0,386,1,FALSE,30,3.33098591549296,2.33098591549296,1.6010715870162,1,4.3,3.3
0,455,1,FALSE,39,2.48387096774194,1.48387096774194,1.52951330157388,1,3,2
0,502,4,FALSE,115,3.95396825396825,0.0460317460317459,1.40726317131189,1,4.4,0.4
0,882,5,FALSE,166,3.99047619047619,1.00952380952381,1.3695638672706,1,4.4,0.6
0,936,5,FALSE,122,4.02136752136752,0.978632478632479,1.32472875577059,1,4.4,0.6
0,283,4,FALSE,2,4.4,0.4,1.26491106406735,1,4.4,0.4
0,219,5,FALSE,15,4.44,0.56,0.916515138991168,1,4.4,0.6
0,549,3,TRUE,12,2.57627118644068,0.423728813559322,1.55473789068619,1,3.6,0.6
0,530,1,FALSE,1,4.3,3.3,1.25166555703457,1,4.5,3.5
0,687,5,FALSE,288,4.03300970873786,0.966990291262136,1.36979565841769,1,4.4,0.6
0,442,1,FALSE,18,2.82954545454545,1.82954545454545,1.39968461890273,1,3.3,2.3
0,295,3,TRUE,6,3.22727272727273,0.227272727272727,1.1925090867905,2,4,1
0.894736842105263,1052,5,FALSE,7,3.81818181818182,1.18181818181818,1.22031860150433,2,3.6,1.4
0,68,3,TRUE,4,2.17391304347826,0.826086956521739,1.40323986745099,1,3.2,0.2
0,177,3,TRUE,1,4.28571428571429,1.28571428571429,1.13872880735639,1,4.5,1.5
0,445,5,FALSE,44,3.31707317073171,1.68292682926829,1.56978161356104,1,4.3,0.7
