"prev_help_ratio","num_prev_review","period","avg_prod_rating","rating","extremity","is_moderate","same_rating_reviews","alternative_avg_ratings","alternative_extremity","stddev_ratings","reviews_per_product","num_of_chars","num_of_words","num_of_sents","num_of_sylb","pct_difficult_words","num_of_digits","num_unique_words","num_stop_words","pct_caps_lock_words","pct_uppercase","words_entropy","chars_entropy","length_entropy","FOG","FK","ARI","CLI","FRE","SMOG","DC","text_errors","avg_sentence_length","num_excl_marks","num_ques_marks","num_punctuation","num_commas","l1","l2","l2_plus","l2_l9","l10_plus","pct_adverbs","pct_adjectives","pct_nouns","pct_verbs","pct_wh_words","pct_compar_words","pct_open_class_words","anger","anticipation","disgust","fear","joy","negative","positive","sadness","surprise","trust","polarity","subjectivity_2","senti_diffs_per_ref","subjectivity","sentiment","help_vote","vote","hf_ratio","rank","is_top","hof","top10","top50","top500","top1000","vine"
0,0,72,4.2,4,0.2,FALSE,10,3.875,0.125,0.885061203156784,16,7.05617528410041,5.62401750618734,2.70805020110221,1.35379061371841,0.274368231046931,0,0.476534296028881,0.51985559566787,0,0.0229681978798587,6.55059590321314,4.14622108932377,2.93079322364866,9.98594464500602,7.58672924187725,7.05141997593261,6.62584891281299,73.5606474127558,9.3871,8.88472103489771,0.0072202166064982,18.4666666666667,0,0,2.66666666666667,0.866666666666667,0.0613718411552347,0.176895306859206,0.76173285198556,0.916967509025271,0.0216606498194946,0.075812274368231,0.0830324909747292,0.252707581227437,0.15884476534296,0.0108303249097473,0.0216606498194946,0.570397111913357,0.0036101083032491,0.0036101083032491,0,0.0216606498194946,0.0036101083032491,0.0397111913357401,0.0469314079422383,0.0216606498194946,0,0.0252707581227437,0.0833333333333333,0.0866425992779783,0.0072202166064982,0.475992063492063,0.13531746031746,4536,5417,0.837363854532029,1205,TRUE,0,0,0,0,0,1
0,0,987,4.3,4,0.3,FALSE,42,3.95480225988701,0.0451977401129944,1.38095491105195,177,6.61740297797448,5.13579843705026,2.63905732961526,1.32941176470588,0.288235294117647,0.0106951871657754,0.582352941176471,0.470588235294118,0.00588235294117647,0.0364145658263305,6.23811736886163,4.21838670198148,2.96808311256044,7.68067226890756,4.8327731092437,4.42342857142857,6.45797336169882,82.0417647058824,8.41807532609106,8.79002100840336,0.0235294117647059,12.1428571428571,0,0,1.92857142857143,0.357142857142857,0.0823529411764706,0.141176470588235,0.776470588235294,0.905882352941176,0.0117647058823529,0.0823529411764706,0.0705882352941176,0.258823529411765,0.158823529411765,0.0176470588235294,0.0117647058823529,0.570588235294118,0.00588235294117647,0.0176470588235294,0.00588235294117647,0.0294117647058824,0.0117647058823529,0.0470588235294118,0.0647058823529412,0.0411764705882353,0.0117647058823529,0.0411764705882353,0.157894736842105,0.111764705882353,0.0176470588235294,0.550833333333333,0.206607142857143,43,57,0.754385964912281,349505,FALSE,0,0,0,0,0,0
0,0,264,4.3,3,1.3,TRUE,17,3.68571428571429,0.685714285714285,1.49861189626327,140,4.11087386417331,2.56494935746154,0,1.46153846153846,0.307692307692308,0,1,0.384615384615385,0,0.0169491525423729,3.70043971814109,3.9225458132397,2.81507241011594,11.3538461538462,6.72615384615385,6.44615384615384,8.60873197799999,69.9938461538462,11.2081432601887,9.13976153846154,0.153846153846154,13,0,0,2,0,0.0769230769230769,0.0769230769230769,0.846153846153846,0.923076923076923,0,0.0769230769230769,0.153846153846154,0.230769230769231,0.153846153846154,0,0,0.615384615384615,0.153846153846154,0.0769230769230769,0.0769230769230769,0.0769230769230769,0.0769230769230769,0.153846153846154,0.230769230769231,0.0769230769230769,0,0.230769230769231,0.2,0.384615384615385,0.0769230769230769,1,-0.375,6,10,0.6,3141220,FALSE,0,0,0,0,0,0
0,0,583,4.2,5,0.8,FALSE,45,3.54700854700855,1.45299145299145,1.50571169159377,117,5.89989735358249,4.47733681447821,2.07944154167984,1.40909090909091,0.204545454545455,0.00273972602739726,0.75,0.545454545454545,0,0.0252808988764045,5.82893226118998,4.11925301746202,2.87562071370006,7.58181818181818,5.32727272727273,3.12409090909091,5.29611578298181,76.4609090909091,8.47288482444793,7.41187272727273,0.0113636363636364,11,0,0,1,0,0.0909090909090909,0.113636363636364,0.795454545454545,0.886363636363636,0.0227272727272727,0.102272727272727,0.125,0.238636363636364,0.136363636363636,0.0113636363636364,0,0.602272727272727,0.0113636363636364,0.0227272727272727,0.0113636363636364,0.0340909090909091,0.0340909090909091,0.0340909090909091,0.0795454545454545,0.0340909090909091,0.0113636363636364,0.0568181818181818,0.4,0.113636363636364,0.0454545454545455,0.424166666666667,0.251875,3,4,0.75,4776021,FALSE,0,0,0,0,0,0
0,0,333,4.4,5,0.6,FALSE,18,4.18518518518519,0.814814814814815,1.35978044146945,27,7.43602781635185,5.90536184805457,2.83321334405622,1.44686648501362,0.291553133514986,0.00412735849056604,0.50408719346049,0.49591280653951,0,0.0245398773006135,6.82355452281688,4.26710326463674,3.12256309791745,12.667991665331,9.90243628786665,10.2831912165411,8.9435405266801,62.518036544318,11.5570380982679,9.31090044878987,0.0272479564032698,21.5882352941176,0,0,3.94117647058824,1.41176470588235,0.0544959128065395,0.174386920980926,0.771117166212534,0.88283378746594,0.0626702997275204,0.0735694822888283,0.0980926430517711,0.264305177111717,0.163487738419619,0.00544959128065395,0,0.599455040871935,0.00272479564032698,0.0272479564032698,0.00544959128065395,0.0190735694822888,0.0163487738419619,0.0354223433242507,0.0708446866485014,0.0190735694822888,0.0108991825613079,0.0463215258855586,0.333333333333333,0.106267029972752,0.0354223433242507,0.533990147783251,0.225369458128079,1672,1919,0.871287128712871,5040,FALSE,0,0,0,0,0,0
0,0,560,4.3,4,0.3,FALSE,10,3.7,0.3,1.32432856717891,40,7.09257371597468,5.64897423816121,2.89037175789616,1.32746478873239,0.267605633802817,0,0.552816901408451,0.485915492957746,0,0.025706940874036,6.72413153061109,4.19841703101003,2.91535183468498,8.42378716744914,6.22741784037559,5.81300860719875,6.48516720990141,78.517034428795,8.3441,8.64457073552426,0.0211267605633803,15.7777777777778,0.111111111111111,0,2.66666666666667,0.333333333333333,0.0633802816901408,0.151408450704225,0.785211267605634,0.929577464788732,0.00704225352112676,0.0880281690140845,0.0704225352112676,0.257042253521127,0.169014084507042,0.0316901408450704,0.00352112676056338,0.584507042253521,0.00704225352112676,0.0316901408450704,0.00704225352112676,0.0316901408450704,0.0246478873239437,0.0422535211267606,0.0633802816901408,0.0352112676056338,0.0176056338028169,0.028169014084507,0.2,0.105633802816901,0.0211267605633803,0.523924731182796,0.18384024577573,7,8,0.875,2161167,FALSE,0,0,0,0,0,0
0,0,460,4.2,5,0.8,FALSE,119,3.91063829787234,1.08936170212766,1.40986058026741,235,6.4085287910595,4.91998092582813,2.39789527279837,1.37226277372263,0.284671532846715,0.0115321252059308,0.613138686131387,0.547445255474453,0,0.0429553264604811,5.98432750350677,4.22255698318193,3.02413348784035,7.31758460517585,5.45997345719973,4.80617783676178,6.80221480587153,78.1002057067021,8.00094639256281,8.74920895819509,0.0364963503649635,12.4545454545455,0,0,2.09090909090909,0.272727272727273,0.0656934306569343,0.182481751824818,0.751824817518248,0.91970802919708,0.0145985401459854,0.102189781021898,0.0656934306569343,0.204379562043796,0.182481751824818,0,0,0.554744525547445,0,0.0072992700729927,0,0,0,0.0364963503649635,0.0218978102189781,0.0072992700729927,0,0.0218978102189781,-0.25,0.0583941605839416,-0.0145985401459854,0.440707671957672,0.0698280423280423,10,12,0.833333333333333,1153433,FALSE,0,0,0,0,0,0
0,0,955,4.3,1,3.3,FALSE,24,3.86010362694301,2.86010362694301,1.44558018544073,193,6.86901445066571,5.37989735354046,2.56494935746154,1.47465437788018,0.285714285714286,0.00207900207900208,0.539170506912442,0.525345622119816,0.0460829493087558,0.0748663101604278,6.24153151467408,4.11621326053868,3.03585855063242,10.1792272243885,8.32092165898618,7.21039347749025,7.76153080290691,65.1365473236441,10.035473477838,8.97586703296703,0.0230414746543779,16.6923076923077,0.0769230769230769,0,1.92307692307692,0.230769230769231,0.0460829493087558,0.188940092165899,0.764976958525346,0.907834101382488,0.0460829493087558,0.0552995391705069,0.0552995391705069,0.235023041474654,0.170506912442396,0.00460829493087558,0.00460829493087558,0.516129032258065,0.0184331797235023,0.00921658986175115,0.00460829493087558,0.0414746543778802,0.0138248847926267,0.0460829493087558,0.0506912442396313,0.0414746543778802,0.0184331797235023,0.0368663594470046,0.0476190476190476,0.0967741935483871,0.00460829493087558,0.423759157509157,0.175022893772894,41,63,0.650793650793651,1234921,FALSE,0,0,0,0,0,0
0,0,589,3.9,2,1.9,FALSE,12,3.65891472868217,1.65891472868217,1.41695163572526,129,5.83773044716594,4.36944785246702,1.79175946922805,1.37974683544304,0.265822784810127,0.0204081632653061,0.721518987341772,0.518987341772152,0.0632911392405063,0.101851851851852,5.62309166576169,4.35359546887202,2.95700567188902,9.31729957805907,5.82601265822785,4.47029535864979,6.06689537270379,76.7442510548523,9.72561119911124,8.48690843881857,0.0126582278481013,13.1666666666667,0,0,3,0.5,0.0759493670886076,0.151898734177215,0.772151898734177,0.89873417721519,0.0253164556962025,0.0886075949367089,0.10126582278481,0.177215189873418,0.20253164556962,0.0126582278481013,0,0.569620253164557,0.0126582278481013,0,0,0.0126582278481013,0.0253164556962025,0,0.0886075949367089,0,0,0.0379746835443038,1,0.0886075949367089,0.0886075949367089,0.634708994708995,0.350899470899471,384,446,0.860986547085202,60890,FALSE,0,0,0,0,0,0
0,0,1055,3.6,4,0.4,FALSE,29,2.56578947368421,1.43421052631579,1.58499191562724,152,7.14834574390007,5.7037824746562,1.94591014905531,1.36333333333333,0.293333333333333,0.00314465408805031,0.56,0.466666666666667,0.00333333333333333,0.0240963855421687,6.95300454366436,4.27545525353228,2.93022149376656,19.6761904761905,17.211619047619,19.5450714285714,7.91021047542133,47.997,12.5409005716228,10.3939476190476,0.0366666666666667,42.8571428571429,0,0,5.71428571428571,0.428571428571429,0.0533333333333333,0.163333333333333,0.783333333333333,0.936666666666667,0.01,0.08,0.106666666666667,0.256666666666667,0.186666666666667,0.0233333333333333,0.00333333333333333,0.63,0.01,0.0266666666666667,0.0133333333333333,0.0166666666666667,0.02,0.0366666666666667,0.06,0.02,0.0133333333333333,0.0466666666666667,0.241379310344828,0.0966666666666667,0.0233333333333333,0.518711361737677,0.0521532999164578,435,548,0.793795620437956,21818,TRUE,0,0,0,0,0,1
0,0,524,3,3,0,TRUE,24,2.24074074074074,0.759259259259259,1.45664276456078,162,6.9037472575846,5.48063892334199,2.56494935746154,1.34166666666667,0.258333333333333,0.00502008032128514,0.554166666666667,0.554166666666667,0,0.0301455301455301,6.49556112995824,4.18321579662317,2.93554567051976,9.38461538461539,7.44166666666667,6.68001923076923,6.16495697630667,74.5915384615385,8.61772908482339,8.63127564102564,0.00833333333333333,18.4615384615385,0,0,2.53846153846154,0.615384615384615,0.0958333333333333,0.145833333333333,0.758333333333333,0.891666666666667,0.0125,0.0666666666666667,0.0833333333333333,0.1875,0.216666666666667,0.0208333333333333,0.00833333333333333,0.554166666666667,0.00833333333333333,0.0333333333333333,0.00416666666666667,0.025,0.0125,0.0583333333333333,0.0291666666666667,0.0291666666666667,0.0125,0.0208333333333333,-0.333333333333333,0.0875,-0.0291666666666667,0.387666666666667,0.1,0,0,0,8359759,FALSE,0,0,0,0,0,0
0,0,524,3,1,2,FALSE,79,2.24074074074074,1.24074074074074,1.45664276456078,162,6.27664348934164,4.66343909411207,1.94591014905531,1.5377358490566,0.264150943396226,0.0093984962406015,0.80188679245283,0.443396226415094,0,0.0117878192534381,6.23141865755291,4.23114238275808,3.00648117253326,10.2080862533693,8.46099730458221,8.7583153638814,10.4797010834717,61.3725471698113,10.290406445056,8.55852911051213,0.00943396226415094,15.1428571428571,0,0,3.57142857142857,0.571428571428571,0.0188679245283019,0.10377358490566,0.877358490566038,0.962264150943396,0.0188679245283019,0.0754716981132075,0.132075471698113,0.311320754716981,0.141509433962264,0,0,0.660377358490566,0.00943396226415094,0.0283018867924528,0,0.0283018867924528,0,0.0471698113207547,0.0754716981132075,0.0188679245283019,0,0.0377358490566038,0.230769230769231,0.122641509433962,0.0283018867924528,0.553240740740741,0.0111111111111111,0,0,0,22399433,FALSE,0,0,0,0,0,0
0,0,539,4.2,4,0.2,FALSE,52,3.91063829787234,0.0893617021276594,1.40986058026741,235,4.74493212836325,3.40119738166216,1.09861228866811,1.13333333333333,0.3,0.0173913043478261,0.866666666666667,0.5,0,0.0458715596330275,4.64022392894185,4.05967726738746,2.38743029809272,6.66666666666667,1.68333333333333,0.683,2.60392883791999,100.805,7.79353780106456,8.8695,0,10,0,0,2.66666666666667,1,0,0.266666666666667,0.733333333333333,1,0,0.0333333333333333,0.0666666666666667,0.266666666666667,0.166666666666667,0,0,0.533333333333333,0,0,0,0,0,0.0333333333333333,0.0666666666666667,0.0333333333333333,0,0,0.333333333333333,0.1,0.0333333333333333,0.75,0.8,5,8,0.625,2448886,FALSE,0,0,0,0,0,0
0,0,788,4.4,5,0.6,FALSE,420,3.85297691373025,1.14702308626975,1.46209620480953,823,5.01727983681492,3.49650756146648,1.09861228866811,1.36363636363636,0.303030303030303,0,0.848484848484849,0.393939393939394,0,0.0340136054421769,4.71848843747471,4.05202588748312,2.80415015614823,8.03636363636364,4.79090909090909,5.05090909090909,7.70150971589091,80.3063636363637,8.84184627477888,8.96694848484849,0.0303030303030303,11,0.333333333333333,0,1.33333333333333,0.333333333333333,0.0909090909090909,0.0909090909090909,0.818181818181818,0.909090909090909,0,0.303030303030303,0.0303030303030303,0.181818181818182,0.242424242424242,0,0,0.757575757575758,0,0,0,0,0.0303030303030303,0.0303030303030303,0.0606060606060606,0.0303030303030303,0.0303030303030303,0,0.333333333333333,0.0909090909090909,0.0303030303030303,0.437142857142857,0.382142857142857,76,100,0.76,264065,FALSE,0,0,0,0,0,0
0,0,1259,4.2,5,0.8,FALSE,119,3.91063829787234,1.08936170212766,1.40986058026741,235,5.59098698051086,4.06044301054642,1.38629436111989,1.36206896551724,0.293103448275862,0.0149253731343284,0.793103448275862,0.46551724137931,0,0.0389105058365759,5.37522237443792,4.30739232015881,3.0899043684543,9.93793103448276,6.13741379310345,6.6901724137931,8.21251935947586,76.8864655172414,10.1257567015968,8.98380344827586,0,14.5,0,0,2.25,0.5,0.0689655172413793,0.155172413793103,0.775862068965517,0.896551724137931,0.0344827586206897,0.0689655172413793,0.0862068965517241,0.224137931034483,0.206896551724138,0.0172413793103448,0.0172413793103448,0.586206896551724,0,0.0172413793103448,0,0,0.0172413793103448,0.0172413793103448,0.0689655172413793,0,0.0344827586206897,0.0344827586206897,0.6,0.0862068965517241,0.0517241379310345,0.49125,0.29,24,30,0.8,341380,FALSE,0,0,0,0,0,0
0,0,124,3.2,1,2.2,FALSE,27,2.32203389830508,1.32203389830508,1.54741918585822,59,6.05443934626937,4.45434729625351,2.19722457733622,1.5,0.348837209302326,0,0.779069767441861,0.5,0.0465116279069767,0.0825242718446602,5.87836457471647,4.24816130139603,3.14289216420628,8.00826873385013,5.83666666666667,5.9119638242894,9.27144442458604,70.2361111111111,8.84184627477888,9.61859509043928,0.0813953488372093,9.55555555555556,0.222222222222222,0,2.11111111111111,0.222222222222222,0.0581395348837209,0.116279069767442,0.825581395348837,0.895348837209302,0.0465116279069767,0.0930232558139535,0.104651162790698,0.267441860465116,0.209302325581395,0.0116279069767442,0,0.674418604651163,0.0348837209302326,0.0116279069767442,0.0465116279069767,0.0465116279069767,0,0.0465116279069767,0.0232558139534884,0.0465116279069767,0,0.0232558139534884,-0.333333333333333,0.0697674418604651,-0.0232558139534884,0.417708333333333,-0.369791666666667,0,0,0,12231587,FALSE,0,0,0,0,0,0
0,0,926,4.4,5,0.6,FALSE,420,3.85297691373025,1.14702308626975,1.46209620480953,823,4.46590811865458,3.04452243772342,1.38629436111989,1.38095238095238,0.380952380952381,0,0.80952380952381,0.428571428571429,0,0.072289156626506,4.01136504182638,4.02434076861062,2.52274004521495,5.90952380952381,2.7527380952381,-0.189285714285713,1.80293712001904,84.6776785714286,7.16862163009434,9.9121380952381,0.0476190476190476,5.25,0,0,1,0,0,0.333333333333333,0.666666666666667,0.952380952380952,0.0476190476190476,0,0.0952380952380952,0.285714285714286,0.19047619047619,0,0.0476190476190476,0.571428571428571,0.0476190476190476,0,0,0,0.0952380952380952,0.0476190476190476,0.0952380952380952,0,0,0.0476190476190476,0.333333333333333,0.142857142857143,0.0476190476190476,0.8,0.75,0,0,0,28171631,FALSE,0,0,0,0,0,0
0,0,795,3.9,5,1.1,FALSE,51,3.65891472868217,1.34108527131783,1.41695163572526,129,5.98393628068719,4.44265125649032,1.79175946922805,1.52941176470588,0.388235294117647,0.00755667506297229,0.717647058823529,0.541176470588235,0,0.0390625,5.68722531278177,4.26788554121737,3.18597491536978,11.7843137254902,7.98205882352941,6.93145098039216,8.67377665930823,63.0675980392157,11.5380348314754,10.4694019607843,0,14.1666666666667,0,0,1.83333333333333,0.5,0.0941176470588235,0.188235294117647,0.717647058823529,0.847058823529412,0.0588235294117647,0.0588235294117647,0.0705882352941176,0.282352941176471,0.164705882352941,0,0,0.576470588235294,0,0,0,0.0352941176470588,0,0.0352941176470588,0.0941176470588235,0.0352941176470588,0,0.0705882352941176,0.454545454545455,0.129411764705882,0.0588235294117647,0.582222222222222,0.320555555555556,0,0,0,25979999,FALSE,0,0,0,0,0,0
0,0,460,4.5,4,0.5,FALSE,1,4.5,0.5,0.707106781186548,2,6.37161184723186,4.96284463025991,1.6094379124341,1.27972027972028,0.202797202797203,0.00170940170940171,0.657342657342657,0.545454545454545,0.020979020979021,0.0554592720970537,6.23043171845262,4.13844057234482,2.81487405745114,13.9574825174825,10.6646993006993,11.8746853146853,6.88967150357202,69.5416643356644,10.7935534051686,8.25722783216783,0,28.6,0.4,0,3.4,0.4,0.027972027972028,0.216783216783217,0.755244755244755,0.944055944055944,0.027972027972028,0.0909090909090909,0.0979020979020979,0.223776223776224,0.181818181818182,0.027972027972028,0.013986013986014,0.594405594405594,0.00699300699300699,0.020979020979021,0.00699300699300699,0.034965034965035,0.00699300699300699,0.041958041958042,0.0559440559440559,0.041958041958042,0,0.0629370629370629,0.142857142857143,0.0979020979020979,0.013986013986014,0.533888888888889,0.0494444444444444,1,1,1,15793936,FALSE,0,0,0,0,0,0
