"help_vote","vote","hf_ratio","rank","is_top","hof","vine"
202,222,0.90990990990991,113334,FALSE,0,0
15,20,0.75,476124,FALSE,0,0
0,0,0,16190288,FALSE,0,0
463,520,0.890384615384615,1388481,FALSE,0,0
1,2,0.5,7214349,FALSE,0,0
6,6,1,7096382,FALSE,0,0
0,0,0,20556534,FALSE,0,0
0,0,0,28300782,FALSE,0,0
6,12,0.5,21235169,FALSE,0,0
1,2,0.5,4466906,FALSE,0,0
59,73,0.808219178082192,565968,FALSE,0,0
0,0,0,17737260,FALSE,0,0
761,871,0.873708381171068,377739,FALSE,0,0
24,39,0.615384615384615,1250510,FALSE,0,0
38,55,0.690909090909091,1150054,FALSE,0,0
2,5,0.4,14934417,FALSE,0,0
17,25,0.68,2111635,FALSE,0,0
4,4,1,16753526,FALSE,0,0
1618,1904,0.849789915966387,3578,TRUE,0,1
2,6,0.333333333333333,35008571,FALSE,0,0
180,210,0.857142857142857,116408,FALSE,0,0
160,216,0.740740740740741,250850,FALSE,0,0
1,1,1,17357105,FALSE,0,0
65,79,0.822784810126582,171896,FALSE,0,0
1,2,0.5,9975001,FALSE,0,0
128,159,0.805031446540881,231586,FALSE,0,0
3,3,1,34315279,FALSE,0,0
48,59,0.813559322033898,450333,FALSE,0,0
0,1,0,31640148,FALSE,0,0
33,51,0.647058823529412,1970615,FALSE,0,0
1,1,1,3093857,FALSE,0,0
126,152,0.828947368421053,55940,FALSE,0,0
2,2,1,3548576,FALSE,0,0
20,24,0.833333333333333,10391763,FALSE,0,0
2,3,0.666666666666667,10014595,FALSE,0,0
0,0,0,5225610,FALSE,0,0
24,27,0.888888888888889,1048876,FALSE,0,0
15,19,0.789473684210526,2099126,FALSE,0,0
37,44,0.840909090909091,1089067,FALSE,0,0
4,4,1,2231299,FALSE,0,0
0,0,0,5055460,FALSE,0,0
163,195,0.835897435897436,313163,FALSE,0,0
1,5,0.2,34868509,FALSE,0,0
6,6,1,1260438,FALSE,0,0
40,60,0.666666666666667,1066098,FALSE,0,0
1,1,1,9769430,FALSE,0,0
2,2,1,10495034,FALSE,0,0
100,109,0.917431192660551,226427,FALSE,0,0
3,5,0.6,2067880,FALSE,0,0
10,14,0.714285714285714,511665,FALSE,0,0
22,23,0.956521739130435,5977645,FALSE,0,0
0,0,0,21565177,FALSE,0,0
137,153,0.895424836601307,129632,FALSE,0,0
32,39,0.82051282051282,149665,FALSE,0,0
0,1,0,7383119,FALSE,0,0
0,0,0,22063657,FALSE,0,0
3,7,0.428571428571429,3756244,FALSE,0,0
580,617,0.940032414910859,30619,FALSE,0,0
2,3,0.666666666666667,5169157,FALSE,0,0
9,11,0.818181818181818,20197142,FALSE,0,0
46,51,0.901960784313726,731583,FALSE,0,0
204,288,0.708333333333333,51975,TRUE,0,1
42,51,0.823529411764706,406990,FALSE,0,0
7,8,0.875,8040861,FALSE,0,0
2,5,0.4,12216070,FALSE,0,0
2982,3166,0.94188250157928,391,TRUE,0,1
0,0,0,11290128,FALSE,0,0
17,28,0.607142857142857,1353236,FALSE,0,0
1,1,1,11867992,FALSE,0,0
1,2,0.5,6636878,FALSE,0,0
0,1,0,11958825,FALSE,0,0
1,2,0.5,6062839,FALSE,0,0
2,2,1,3673636,FALSE,0,0
46,63,0.73015873015873,525783,FALSE,0,0
43,49,0.877551020408163,425940,FALSE,0,0
43,47,0.914893617021277,503140,FALSE,0,0
9,9,1,1490156,FALSE,0,0
8,15,0.533333333333333,2190990,FALSE,0,0
0,0,0,21082484,FALSE,0,0
0,0,0,12498594,FALSE,0,0
0,0,0,28444362,FALSE,0,0
17,18,0.944444444444444,1968478,FALSE,0,0
68,92,0.739130434782609,305082,FALSE,0,0
836,1084,0.771217712177122,17000,FALSE,0,0
8,13,0.615384615384615,777552,FALSE,0,0
7,11,0.636363636363636,2305089,FALSE,0,0
4,4,1,1258607,FALSE,0,0
76,79,0.962025316455696,81375,FALSE,0,0
6,6,1,2227193,FALSE,0,0
1,3,0.333333333333333,34618361,FALSE,0,0
0,0,0,8609023,FALSE,0,0
181,420,0.430952380952381,35263090,FALSE,0,0
999,1199,0.833194328607173,4283,TRUE,0,1
17,44,0.386363636363636,2363195,FALSE,0,0
0,2,0,23359247,FALSE,0,0
0,0,0,7813432,FALSE,0,0
83,86,0.965116279069767,990210,FALSE,0,0
7,10,0.7,2319994,FALSE,0,0
0,0,0,17327783,FALSE,0,0
1,1,1,3006205,FALSE,0,0
1,2,0.5,6199011,FALSE,0,0
58,66,0.878787878787879,2206022,FALSE,0,0
75,87,0.862068965517241,216660,FALSE,0,0
0,0,0,34775951,FALSE,0,0
0,0,0,26166422,FALSE,0,0
20,30,0.666666666666667,34876345,FALSE,0,0
77,99,0.777777777777778,86234,FALSE,0,0
4,4,1,3538938,FALSE,0,0
22,26,0.846153846153846,695258,FALSE,0,0
5435,6132,0.886333985649054,534,TRUE,0,1
0,0,0,26744924,FALSE,0,0
15,18,0.833333333333333,456581,FALSE,0,0
0,0,0,23718432,FALSE,0,0
7,7,1,3215693,FALSE,0,0
4,4,1,4624478,FALSE,0,0
1,1,1,10748264,FALSE,0,0
5,5,1,23570847,FALSE,0,0
51,59,0.864406779661017,382524,FALSE,0,0
10,12,0.833333333333333,2656883,FALSE,0,0
0,1,0,5217553,FALSE,0,0
3,3,1,6110377,FALSE,0,0
11,23,0.478260869565217,35223412,FALSE,0,0
142,165,0.860606060606061,227529,FALSE,0,0
31,40,0.775,286099,FALSE,0,0
0,0,0,22682672,FALSE,0,0
0,0,0,8278974,FALSE,0,0
4,8,0.5,8567703,FALSE,0,0
0,1,0,3233565,FALSE,0,0
123,166,0.740963855421687,555776,FALSE,0,0
4,4,1,1798751,FALSE,0,0
9,9,1,1855344,FALSE,0,0
43,49,0.877551020408163,230842,FALSE,0,0
6,11,0.545454545454545,34392504,FALSE,0,0
0,1,0,34563345,FALSE,0,0
1595,2098,0.760247855100095,4749,TRUE,0,1
0,0,0,24728124,FALSE,0,0
2,3,0.666666666666667,3843962,FALSE,0,0
157,194,0.809278350515464,37745,FALSE,0,0
13,17,0.764705882352941,2041576,FALSE,0,0
9,9,1,2306310,FALSE,0,0
37,46,0.804347826086957,311892,FALSE,0,0
206,223,0.923766816143498,1388467,FALSE,0,0
0,0,0,12102222,FALSE,0,0
5,12,0.416666666666667,15575573,FALSE,0,0
0,0,0,12298198,FALSE,0,0
0,1,0,34646720,FALSE,0,0
14,27,0.518518518518518,1840443,FALSE,0,0
7,9,0.777777777777778,1157526,FALSE,0,0
1201,1410,0.85177304964539,6302,FALSE,0,0
99,117,0.846153846153846,148512,FALSE,0,0
35,49,0.714285714285714,382554,FALSE,0,0
243,268,0.906716417910448,47595,FALSE,0,0
1,3,0.333333333333333,34550361,FALSE,0,0
4,7,0.571428571428571,2581492,FALSE,0,0
63,72,0.875,1185252,FALSE,0,0
35,42,0.833333333333333,4841334,FALSE,0,0
22,35,0.628571428571429,35094847,FALSE,0,0
0,0,0,25986338,FALSE,0,0
48,64,0.75,152184,FALSE,0,0
21,35,0.6,1047265,FALSE,0,0
2058,2339,0.879863189397178,1201,TRUE,0,1
0,0,0,9553148,FALSE,0,0
0,1,0,28323277,FALSE,0,0
1,1,1,4515679,FALSE,0,0
0,1,0,5033442,FALSE,0,0
285,332,0.858433734939759,372743,FALSE,0,0
913,1287,0.709401709401709,17286,FALSE,0,0
0,2,0,34022566,FALSE,0,0
133,145,0.917241379310345,60230,FALSE,0,0
27,38,0.710526315789474,489339,FALSE,0,0
2,2,1,20245942,FALSE,0,0
0,0,0,6781029,FALSE,0,0
0,0,0,26820035,FALSE,0,0
120,135,0.888888888888889,79936,FALSE,0,0
306,343,0.892128279883382,84985,FALSE,0,0
0,1,0,22783807,FALSE,0,0
1,1,1,7272326,FALSE,0,0
58,62,0.935483870967742,2089288,FALSE,0,0
0,0,0,27207533,FALSE,0,0
0,0,0,25274647,FALSE,0,0
0,0,0,25065606,FALSE,0,0
2,3,0.666666666666667,11761330,FALSE,0,0
5,6,0.833333333333333,22091967,FALSE,0,0
1,5,0.2,35000082,FALSE,0,0
14,17,0.823529411764706,3469320,FALSE,0,0
1,2,0.5,24666171,FALSE,0,0
12,13,0.923076923076923,24549252,FALSE,0,0
10,13,0.769230769230769,2761461,FALSE,0,0
17,17,1,2756443,FALSE,0,0
7,9,0.777777777777778,23678145,FALSE,0,0
1,2,0.5,11670326,FALSE,0,0
8,14,0.571428571428571,7909634,FALSE,0,0
0,0,0,17686817,FALSE,0,0
200,307,0.651465798045603,71654,FALSE,0,0
5,8,0.625,12412326,FALSE,0,0
25,35,0.714285714285714,1795672,FALSE,0,0
17,19,0.894736842105263,4183688,FALSE,0,0
2,2,1,4983302,FALSE,0,0
0,0,0,34216120,FALSE,0,0
12,20,0.6,1436679,FALSE,0,0
0,8,0,20175348,FALSE,0,0
1134,1209,0.937965260545906,7011,TRUE,0,1
0,0,0,13952890,FALSE,0,0
0,0,0,11772791,FALSE,0,0
0,0,0,7371757,FALSE,0,0
1930,2154,0.896007428040854,109602,FALSE,0,0
9,10,0.9,1109905,FALSE,0,0
2058,2339,0.879863189397178,1201,TRUE,0,1
1,4,0.25,34231475,FALSE,0,0
8,10,0.8,2592649,FALSE,0,0
0,0,0,21240878,FALSE,0,0
0,0,0,13104428,FALSE,0,0
17,27,0.62962962962963,2786433,FALSE,0,0
2,9,0.222222222222222,35286592,FALSE,0,0
1,2,0.5,10835240,FALSE,0,0
0,0,0,34468511,FALSE,0,0
370,435,0.850574712643678,20997,FALSE,0,0
32,84,0.380952380952381,11274359,FALSE,0,0
1,1,1,3509339,FALSE,0,0
726,788,0.921319796954315,17569,FALSE,0,0
27,31,0.870967741935484,2425584,FALSE,0,0
0,0,0,14090959,FALSE,0,0
19,26,0.730769230769231,1852839,FALSE,0,0
604,655,0.922137404580153,7544,FALSE,0,0
15,22,0.681818181818182,1776486,FALSE,0,0
28,28,1,1555682,FALSE,0,0
44,50,0.88,1002426,FALSE,0,0
1,1,1,8735760,FALSE,0,0
260,316,0.822784810126582,173317,FALSE,0,0
36,39,0.923076923076923,19009408,FALSE,0,0
29,33,0.878787878787879,559932,FALSE,0,0
5,39,0.128205128205128,35346568,FALSE,0,0
0,0,0,16444443,FALSE,0,0
51,53,0.962264150943396,405862,FALSE,0,0
326,351,0.928774928774929,550486,FALSE,0,0
116,140,0.828571428571429,723229,FALSE,0,0
179,251,0.713147410358566,29069,FALSE,0,0
4090,4321,0.946540152742421,398,TRUE,0,1
9,11,0.818181818181818,8830099,FALSE,0,0
2759,3107,0.887994850337947,4174,TRUE,0,1
3,3,1,3741222,FALSE,0,0
22,30,0.733333333333333,1630805,FALSE,0,0
0,0,0,11850218,FALSE,0,0
6,13,0.461538461538462,3729003,FALSE,0,0
135,174,0.775862068965517,138876,FALSE,0,0
52,73,0.712328767123288,261089,FALSE,0,0
337,366,0.920765027322404,174234,FALSE,0,0
4,9,0.444444444444444,34113005,FALSE,0,0
124,137,0.905109489051095,102817,FALSE,0,0
15,17,0.882352941176471,571949,FALSE,0,0
28,32,0.875,1967945,FALSE,0,0
1,1,1,16076605,FALSE,0,0
0,0,0,7347711,FALSE,0,0
340,380,0.894736842105263,33699,FALSE,0,0
20,29,0.689655172413793,714349,FALSE,0,0
2,5,0.4,35171795,FALSE,0,0
0,0,0,7280898,FALSE,0,0
908,1069,0.849391955098223,24365,TRUE,0,1
0,0,0,3890322,FALSE,0,0
0,0,0,14988689,FALSE,0,0
12,20,0.6,1889216,FALSE,0,0
14,15,0.933333333333333,2413328,FALSE,0,0
234,265,0.883018867924528,1231423,FALSE,0,0
1,2,0.5,9986369,FALSE,0,0
10,10,1,462679,FALSE,0,0
42,66,0.636363636363636,493276,FALSE,0,0
50,57,0.87719298245614,297375,FALSE,0,0
0,0,0,25480647,FALSE,0,0
75,90,0.833333333333333,230362,FALSE,0,0
786,966,0.813664596273292,8383,FALSE,0,0
6,6,1,955391,FALSE,0,0
0,0,0,22829898,FALSE,0,0
0,0,0,22384150,FALSE,0,0
2,2,1,9211057,FALSE,0,0
1,1,1,8809094,FALSE,0,0
11,11,1,11157871,FALSE,0,0
64,83,0.771084337349398,125761,FALSE,0,0
43,67,0.641791044776119,846584,FALSE,0,0
13,15,0.866666666666667,2399377,FALSE,0,0
37,38,0.973684210526316,1675939,FALSE,0,0
5,7,0.714285714285714,3754608,FALSE,0,0
0,0,0,27001717,FALSE,0,0
25,48,0.520833333333333,1041518,FALSE,0,0
0,0,0,7415539,FALSE,0,0
18,21,0.857142857142857,843434,FALSE,0,0
14,19,0.736842105263158,2313830,FALSE,0,0
579,616,0.939935064935065,30619,FALSE,0,0
17,19,0.894736842105263,1237888,FALSE,0,0
1620,1907,0.849501835343471,3578,TRUE,0,1
6,8,0.75,15478107,FALSE,0,0
2,8,0.25,24543877,FALSE,0,0
7,10,0.7,7550057,FALSE,0,0
10,10,1,2206027,FALSE,0,0
25,34,0.735294117647059,1108961,FALSE,0,0
11,11,1,1249965,FALSE,0,0
5,6,0.833333333333333,2273827,FALSE,0,0
8,11,0.727272727272727,1277868,FALSE,0,0
1286,1483,0.867161159811194,4075,FALSE,0,0
6,6,1,857515,FALSE,0,0
463,543,0.852670349907919,119533,FALSE,0,0
9997,11268,0.887202697905573,189,TRUE,0,1
59,59,1,709799,FALSE,0,0
179,239,0.748953974895398,94909,FALSE,0,0
0,2,0,34908033,FALSE,0,0
0,0,0,13897717,FALSE,0,0
0,0,0,4591017,FALSE,0,0
0,0,0,25184919,FALSE,0,0
54,62,0.870967741935484,396884,FALSE,0,0
1,1,1,18209935,FALSE,0,0
0,0,0,31278472,FALSE,0,0
71,84,0.845238095238095,146460,FALSE,0,0
0,0,0,22467061,FALSE,0,0
36,56,0.642857142857143,332650,FALSE,0,0
6,6,1,3776102,FALSE,0,0
0,1,0,7087443,FALSE,0,0
0,0,0,6850832,FALSE,0,0
0,0,0,24452736,FALSE,0,0
14,21,0.666666666666667,2049445,FALSE,0,0
2445,2753,0.888122048674174,788,TRUE,0,0
0,1,0,34553316,FALSE,0,0
2,2,1,8338129,FALSE,0,0
1105,1297,0.851966075558982,12107,TRUE,0,1
17,17,1,1117042,FALSE,0,0
829,1228,0.675081433224756,12135,FALSE,0,0
19,21,0.904761904761905,842346,FALSE,0,0
11,13,0.846153846153846,2430179,FALSE,0,0
836,1054,0.793168880455408,4023,TRUE,0,1
4,5,0.8,2065640,FALSE,0,0
93,107,0.869158878504673,787922,FALSE,0,0
307,386,0.795336787564767,101938,FALSE,0,0
1422,2019,0.704309063893016,87419,FALSE,0,0
0,0,0,10847358,FALSE,0,0
1,2,0.5,5179527,FALSE,0,0
1,1,1,11233193,FALSE,0,0
1225,1492,0.821045576407507,52044,TRUE,0,1
0,0,0,25283564,FALSE,0,0
0,0,0,9524636,FALSE,0,0
2,2,1,4027214,FALSE,0,0
6,7,0.857142857142857,2554996,FALSE,0,0
122,183,0.666666666666667,149318,FALSE,0,0
7,7,1,1686518,FALSE,0,0
59,83,0.710843373493976,1291926,FALSE,0,0
407,529,0.76937618147448,31102,FALSE,0,0
0,0,0,26357722,FALSE,0,0
44,78,0.564102564102564,501203,FALSE,0,0
1,1,1,10487663,FALSE,0,0
4,8,0.5,34137072,FALSE,0,0
77,126,0.611111111111111,1923599,FALSE,0,0
30,46,0.652173913043478,965789,FALSE,0,0
14,18,0.777777777777778,1387480,FALSE,0,0
68,118,0.576271186440678,1155228,FALSE,0,0
0,0,0,25965673,FALSE,0,0
3,4,0.75,14792854,FALSE,0,0
2738,3095,0.884652665589661,1341,FALSE,0,0
312,344,0.906976744186046,41946,FALSE,0,0
138,172,0.802325581395349,526339,FALSE,0,0
0,0,0,12199290,FALSE,0,0
0,0,0,25942002,FALSE,0,0
13,18,0.722222222222222,3051918,FALSE,0,0
79,90,0.877777777777778,434306,FALSE,0,0
12,15,0.8,5064493,FALSE,0,0
0,0,0,20232245,FALSE,0,0
5,7,0.714285714285714,2152972,FALSE,0,0
42,70,0.6,1898082,FALSE,0,0
1421,2017,0.704511650966782,87419,FALSE,0,0
6,6,1,24584018,FALSE,0,0
0,0,0,34762280,FALSE,0,0
895,1108,0.807761732851986,6778,TRUE,0,1
20,28,0.714285714285714,1567205,FALSE,0,0
34,71,0.47887323943662,2905249,FALSE,0,0
678,723,0.937759336099585,9198,FALSE,0,0
6,13,0.461538461538462,2001453,FALSE,0,0
7,10,0.7,6818750,FALSE,0,0
1671,2339,0.714407866609662,8788,TRUE,0,1
11,11,1,1955584,FALSE,0,0
15,20,0.75,1583479,FALSE,0,0
3,3,1,1770486,FALSE,0,0
487,509,0.956777996070727,140810,FALSE,0,0
0,2,0,34767302,FALSE,0,0
19,28,0.678571428571429,1494521,FALSE,0,0
181,207,0.8743961352657,978716,FALSE,0,0
165,188,0.877659574468085,81864,FALSE,0,0
10,16,0.625,3865201,FALSE,0,0
0,0,0,21841639,FALSE,0,0
4,4,1,5437414,FALSE,0,0
6,10,0.6,3540712,FALSE,0,0
2,6,0.333333333333333,34801936,FALSE,0,0
6,8,0.75,2104803,FALSE,0,0
6,13,0.461538461538462,30265704,FALSE,0,0
27,28,0.964285714285714,1777511,FALSE,0,0
0,0,0,25980658,FALSE,0,0
37,61,0.60655737704918,454795,FALSE,0,0
0,0,0,21405283,FALSE,0,0
1,1,1,7974399,FALSE,0,0
30,40,0.75,474635,FALSE,0,0
0,0,0,28821342,FALSE,0,0
442,576,0.767361111111111,23115,TRUE,0,1
0,0,0,28670834,FALSE,0,0
22,28,0.785714285714286,401516,FALSE,0,0
627,728,0.861263736263736,52188,FALSE,0,0
54,77,0.701298701298701,2116203,FALSE,0,0
3529,4031,0.875465145125279,1658,TRUE,0,1
4,12,0.333333333333333,34964382,FALSE,0,0
0,0,0,27672825,FALSE,0,0
6,6,1,7243419,FALSE,0,0
8,9,0.888888888888889,1446755,FALSE,0,0
0,0,0,34029482,FALSE,0,0
0,0,0,7527428,FALSE,0,0
13,24,0.541666666666667,3649087,FALSE,0,0
7,10,0.7,1787165,FALSE,0,0
4,6,0.666666666666667,2595876,FALSE,0,0
0,1,0,34543306,FALSE,0,0
0,0,0,23172731,FALSE,0,0
89,100,0.89,208634,FALSE,0,0
12,14,0.857142857142857,564507,FALSE,0,0
3,3,1,2967361,FALSE,0,0
97,129,0.751937984496124,75155,FALSE,0,0
1713,1865,0.918498659517426,7275,FALSE,0,0
0,0,0,20262199,FALSE,0,0
18,39,0.461538461538462,35304677,FALSE,0,0
32877,36516,0.900345054222806,60,TRUE,0,1
1,1,1,3980591,FALSE,0,0
1,1,1,3191623,FALSE,0,0
413,489,0.844580777096115,7560,FALSE,0,0
40,60,0.666666666666667,943286,FALSE,0,0
9,14,0.642857142857143,2573680,FALSE,0,0
20884,31827,0.656172432211644,15194,TRUE,0,1
38,41,0.926829268292683,1486059,FALSE,0,0
0,0,0,26884286,FALSE,0,0
5516,6199,0.889820938861107,262,TRUE,0,0
122,157,0.777070063694268,73438,FALSE,0,0
8,8,1,9639535,FALSE,0,0
9,14,0.642857142857143,1338738,FALSE,0,0
0,0,0,19975403,FALSE,0,0
1,1,1,11551569,FALSE,0,0
